eta1,beta1,r1,eta2,beta2,r2,chi_eff,beta_eff,lambda0,solver_success
4.340529157064459,0.7250067060216209,0.8429009038396432,1.0,0.5,1.0,1.638492293581076,0.7930238842287686,5.069134950449557,1
3.0400118139230896,2.2873015648306856,0.4223569389566213,1.0,0.5,1.0,1.218060157854466,0.8501595707532572,1.8643420552616567,1
2.1986248215914364,0.7861582211205703,0.604963990449038,1.0,0.5,1.0,0.6502084797195326,1.4470321268747164,10.439472541867811,1
2.1013489184160647,4.402175955838076,0.1989333860818615,1.0,0.5,1.0,1.0116055643197843,0.5700698481774273,2.348183478258906,1
2.605916104735404,2.926774671582927,0.6831782685047086,1.0,0.5,1.0,1.022212409715423,9.40887855017556,6.850374655289652,1
3.448487212646902,2.1326610227563325,0.6852313332728615,1.0,0.5,1.0,0.9562724740808857,6.0198248801548235,6.8219327450605975,1
3.6949757635781184,1.907886307191227,0.44241167494123823,1.0,0.5,1.0,0.5770990129675125,-1.302695410465567,8.652949977416794,1
2.0952735724217364,3.8876622269612198,0.2143841441677238,1.0,0.5,1.0,0.9407516657084334,18.850114667879602,7.343690034772053,1
4.169833081624892,2.940624852002347,0.39691708464650177,1.0,0.5,1.0,1.2952843380838455,0.9603704152048073,1.7274079151942063,1
4.740852838274809,4.7890586429601125,0.8748841318846372,1.0,0.5,1.0,2.8128704158196904,6.37826906325591,2.7894921361610265,1
0.9540579295067312,2.4528074576837637,0.8366736381194662,1.0,0.5,1.0,0.9832889066913967,4.053385712988463,7.971704891734743,1
0.5398988571817971,1.4998079822339405,0.46760467952127505,1.0,0.5,1.0,0.9443912195839035,0.6651913788493387,2.5307910090966512,1
1.7512011614053338,2.857588194867773,0.5289669645496068,1.0,0.5,1.0,1.1436460484164734,1.1966920444516147,1.9696641670264297,1
4.298477711823823,1.1976359437998645,0.7048629284043483,1.0,0.5,1.0,0.8948993113207968,2.2994003291328133,6.630979194741533,1
2.7207947420947094,4.8263566824481146,0.7866313179457161,1.0,0.5,1.0,1.4897161043926195,10.445719271259621,4.61505937700991,1
